nombre,direccion,telefono,web,email,rating,reviews,categoria,ciudad,google_place_id
"Farmacia","Av de las Fuerzas Armadas, 21, 30800 Lorca, Murcia","+34 968 46 79 81","","","4","7","farmacias","Lorca","ChIJfcTVVSTmZA0R1_V85giWrjc"
"Farmacia Santa Rosa","C. Floridablanca, 2, 30800 Lorca, Murcia","+34 868 96 56 25","https://farmaciasantarosa.es/","","4.3","16","farmacias","Lorca","ChIJ698yuUnmZA0RAJaWu-W8vJE"
"Farmacia Jorge Tadeo Martínez","C. Corredera, 30, 30800 Lorca, Murcia","+34 968 46 61 86","","","5","3","farmacias","Lorca","ChIJp18XZEnmZA0RQZp648mYdJ4"
"Farmacia Rosa María Valero Canales","C. Padre Isidro Ruiz, 3, 30800 Lorca, Murcia","+34 968 46 50 31","http://www.farmaciavirgendelashuertas.com/","","4.5","2","farmacias","Lorca","ChIJhWNXms3nZA0RIrPgM5uYdko"
"Domínguez Lorente Alejandro","Ctra. de Granada, 8, 30800 Lorca, Murcia","","","","4.6","9","farmacias","Lorca","ChIJza-CRbLnZA0R1W1PNAT2NW8"
"Elena Castillo Castro","C. Mayor, 15, 30800 Lorca, Murcia","+34 968 46 63 13","","","5","3","farmacias","Lorca","ChIJSyiYZDjmZA0RP-NJgEONjsQ"
"Farmacia Amalia Mazzuchelli Perez","C. Pío XII, 8, 30800 Lorca, Murcia","+34 968 46 69 68","","","4.8","5","farmacias","Lorca","ChIJPc4-WknmZA0R7sWQulr8BPg"
"Farmacia Ovalo","Av Juan Carlos I N, 2, Bajo, 30800 Lorca, Murcia","+34 674 29 36 60","","","4.4","5","farmacias","Lorca","ChIJYThSD0vmZA0R4SoBsAfv5tY"
"Farmacía Ortopedia Santa Quiteria .Lda. MarÍa Raquel Martinez Gervilla","Calle Sta. Quiteria, 27, 30800 Lorca, Murcia","+34 968 46 60 42","https://www.farmaciaortopediasantaquiteriafmas.com/","","3.9","13","farmacias","Lorca","ChIJ3TjzjDPmZA0RZibBq3-uhq8"
"Farmacia Virgen de las Huertas","C. Padre Isidro Ruiz, 3, 30800 Lorca, Murcia","+34 968 46 50 31","http://farmaciavirgendelashuertas.com/","","3.8","6","farmacias","Lorca","ChIJZ5-Hms3nZA0RueF75MLbd6I"
"Farmacia Francisco Sánchez Capelo","C. Herradura, 1, 3 Bajo, 30800 Lorca, Murcia","+34 968 47 20 71","","","3.4","8","farmacias","Lorca","ChIJW2yzP0zmZA0R9FLQBvlsZ40"
"Farmacia Victoria Castiñeiras Bueno","Centro Comercial San Diego de Lorca, Av. Europa, sn, 30800 Lorca, Murcia","+34 968 46 61 06","","","5","3","farmacias","Lorca","ChIJz5-HSErmZA0R_XUZdtKinj0"
"Farmacia José David Díaz García","Av de las Fuerzas Armadas, 16, 30800 Lorca, Murcia","+34 968 46 79 81","","","5","5","farmacias","Lorca","ChIJr5ox_svnZA0RG0IvGrnqL04"
"Farmacia Campillo","30813, Murcia","+34 968 46 86 91","","","5","1","farmacias","ES","ChIJEZz9esTnZA0REvzyC_sgEmE"
"Farmacia Antonio Vicente Sánchez","Calle Juan Carlos I, 25, 30800 Lorca, Murcia","+34 968 46 59 57","","","3","2","farmacias","Lorca","ChIJJ6zsOUrmZA0RuaO-_7wZFRA"
"Farmatros Farmacia online","Alameda de Cervantes, 60, 30800 Lorca, Murcia","+34 623 13 98 33","https://www.farmatros.com/","","4.4","19","farmacias","Lorca","ChIJM0CALYLnZA0RDMx0Eh9rrv8"
"FARMACIA ORTOPEDIA SANTO DOMINGO","Calle Juan de Toledo, C. Santo Domingo, 9 Esquina, 30800 Lorca, Murcia","+34 633 13 95 79","","","4.3","6","farmacias","Lorca","ChIJ89KeHEznZA0R9TboGC48FVA"
"Farmacia Optica Hidalgo","C. José Mouliaá, 50, 30800 Lorca, Murcia","+34 968 47 77 16","","","3.2","9","farmacias","Lorca","ChIJj1BfT7PnZA0R4CH7Jmye2TM"
"Farmacia Francisco Castiñeiras Bueno","Av. Juan Carlos I, 32, 30800 Lorca, Murcia","+34 968 46 67 10","https://www.farmaciafcastibuenofmas.com/","","0","0","farmacias","Lorca","ChIJW2KhFQDnZA0RpHB14Hiv9iw"
"FARMACIA Ana Gomez Garcia - 365 días","C. Mayor, 18, 30500 Molina de Segura, Murcia","+34 968 61 01 83","https://www.farmagomez.es/","","4.3","167","farmacias","Molina de Segura","ChIJU0GFdqqAYw0RNgIWRN_B6W0"
"Farmacia Ruiz Gómez, Molina de Segura","C. San Juan, C. Triunfo, 38 Esquina, 30500 Molina de Segura, Murcia","+34 868 06 76 02","","","4.7","29","farmacias","Molina de Segura","ChIJt8IvwC2BYw0Rq6v5JT9qhaU"
"Farmacia Ibáñez","C. Mayor, 50, 30500 Molina de Segura, Murcia","+34 968 61 09 45","https://www.farmaciaibanezfmas.com/","","4.5","41","farmacias","Molina de Segura","ChIJL3MijKmAYw0RgbEeuBrRy-0"
"Farmacia Trébol Molina de Segura","Av. Picos de Europa, 61, 30507 La Alcayna, Murcia","+34 968 64 26 39","https://bit.ly/farmaciastrebolweb","","4.7","199","farmacias","La Alcayna","ChIJZZ61RpaHYw0RCKPjE5uISHc"
"Farmacia Pepa Franco Campello","C. Ramón y Cajal, 1, 30500 Molina de Segura, Murcia","+34 968 61 00 76","","","4.7","19","farmacias","Molina de Segura","ChIJjbS57KmAYw0RCQNuMwqY5zI"
"Farmacia Carlos Fernández, Molina de Segura","C. Caridad, 7, 30500 Molina de Segura, Murcia","+34 968 61 16 69","https://carlosfernandezfarmacia.es/","","4.6","45","farmacias","Molina de Segura","ChIJl-3C3FSHYw0RYotkYVh0aUw"
"Farmacia José Antonio García Lozano","C. Picasso, 8, 30500 Molina de Segura, Murcia","+34 968 61 26 51","","","4.6","100","farmacias","Molina de Segura","ChIJkxhEaa2AYw0Rke8w3jrwF2U"
"Farmacia San Roque. Gil Espallardo, Pedro Gabriel","C. Mayor, 129, 30500 Molina de Segura, Murcia","+34 968 61 01 79","http://farmaciadesanroque.com/","","4","22","farmacias","Molina de Segura","ChIJXZg5VaiAYw0RZ9WDrOmlS_g"
"Farmacia San José-Los Ángeles C.B.","C. Dos de Mayo, 68, 30500 Molina de Segura, Murcia","+34 968 61 13 40","https://www.farmaciasanjoselosangelesfmas.com/","","4.5","25","farmacias","Molina de Segura","ChIJkwmyDtSHYw0R2v-9yhAb6Yo"
"Farmacia de Fátima","Av. de Madrid, 92, Bajo, 30500 Molina de Segura, Murcia","+34 968 61 30 12","","","3.6","27","farmacias","Molina de Segura","ChIJCZcEN6t4ZA0RL07QPXivlPw"
"Farmacia Santa Barbara","Av. de Madrid, 42, 30500 Molina de Segura, Murcia","+34 968 61 18 34","https://www.farmaciasantabarbarafmas.com/","","3.6","91","farmacias","Molina de Segura","ChIJoXgqMat4ZA0RUkwq6fv60j8"
"Farmacia Francisco Moreno Abellan","C. Dos de Mayo, 67, 30500 Molina de Segura, Murcia","+34 968 61 13 40","","","4.4","9","farmacias","Molina de Segura","ChIJR4RFJTKGYw0RXfdvJtJbEG8"
"Lcda. Ana Ma Espallardo","30500 Molina de Segura, Murcia","+34 968 61 30 12","","","5","1","farmacias","Molina de Segura","ChIJSVEDa6x4ZA0RgYQVQ60_fzs"
"Farmacia La Alcayna","Av. Picos de Europa, s/n, 30507 La Alcayna, Murcia","+34 968 60 55 72","","","4.5","63","farmacias","La Alcayna","ChIJU5HlLPCGYw0RYeLGmk1mTXk"
"Parafarmacia Francisco Cremades","Pl. Pío XII, 30500 Molina de Segura, Murcia","","","","0","0","farmacias","Molina de Segura","ChIJx25q8KuAYw0R9snXdx8KWfk"
"Farmacia Hospitalaria","C. Caminante, 36, 30500 Molina de Segura, Murcia","","","","0","0","farmacias","Molina de Segura","ChIJpYXEq6t4ZA0RHXx5--xGzCM"
"Sonia Sanz Novella","San Gil, C. Chorro, 2, 19300 Molina de Aragón, Guadalajara","+34 949 83 00 28","","","3.5","11","farmacias","Molina de Aragón","ChIJW_IX55T2XA0RmFRPdOYMb2s"
"Farmacia Óptica Cremades. Parafarmacia.","C. los Pasos, 69, 30500 Molina de Segura, Murcia","+34 968 61 08 99","","","3.6","16","farmacias","Molina de Segura","ChIJZWhy8KuAYw0RC3y8Cb6axIk"
"Farmacia","Cl. Mayor, 89, 30820 Alcantarilla, Murcia","","","","4.8","4","farmacias","Alcantarilla","ChIJMXVAMACAZA0R_oJ2EWLIa88"
"Farmacia CARPES. Abierto de 9 a 22 horas de lunes a sábado","Calle Médico Alfonso Pacheco, 1, edificio Salzillo, nº1, 30820 Alcantarilla, Murcia","+34 968 93 82 48","","","4.4","67","farmacias","Alcantarilla","ChIJawAAAAeAZA0ROkyawIgf0iY"
"Sánchez García María Del Mar","Av. Ejército del Aire, 18, 30820 Alcantarilla, Murcia","+34 968 89 20 88","","","4.5","44","farmacias","Alcantarilla","ChIJRwmqyQSAZA0RuAQzSbyvpqs"
"Farmacia Delgado","Av. Martínez Campos, 1, 30820 Alcantarilla, Murcia","+34 968 80 03 68","","","4.5","53","farmacias","Alcantarilla","ChIJXaopGgGAZA0RZqxndoKbnm0"
"Pérez López María Luisa","C. de Ramón y Cajal, S/N, 30820 Alcantarilla, Murcia","+34 968 89 35 79","","","4.2","14","farmacias","Alcantarilla","ChIJe0308wGAYw0RR9LEw4rHF1w"
"Plaza Nuestra Señora de Lourdes","Plaza nuestra señora de Lourdes, 30820 Alcantarilla, Murcia","","","","4.1","18","farmacias","Alcantarilla","ChIJp3tD57SBZA0R7HgQHv9wMzY"
"Farmacia San José Obrero C. B.","Av. San José Obrero, 11, 30837 Alcantarilla, Murcia","+34 968 80 15 29","https://www.farmaciasanjosefmas.com/","","4.6","72","farmacias","Alcantarilla","ChIJr_dNFAmAZA0Rckjn4i1T7O0"
"Farmacia Menarguez Carreño","Cl. Mayor, 202, 30820 Alcantarilla, Murcia","+34 968 80 15 26","","","3.5","25","farmacias","Alcantarilla","ChIJBQLqnQaAZA0RyMhUHQPjyfY"
"Farmacia Vistabella 13 HORAS. Lda. Cristina Otón","calle Carmen, C. Teruel, esquina, 30820 Alcantarilla, Murcia","+34 640 23 76 86","","","4.3","31","farmacias","Alcantarilla","ChIJsXb5Klx_ZA0R-d8iEFFZFcY"
"Farmacia Reyes Menarguez","Cl. Mayor, 53, 30820 Alcantarilla, Murcia","+34 968 80 01 97","https://www.alcantarilla.es/servicios/farmacias-de-guardia/","","3.9","15","farmacias","Alcantarilla","ChIJ_ams6_9_Yw0RGNW8r-eYLTs"
"Farmacia Ana de Béjar Riquelme","Cl. Mayor, 66, 30820 Alcantarilla, Murcia","+34 968 80 10 42","","","4.2","25","farmacias","Alcantarilla","ChIJsQML3f9_Yw0RRv95aNl9hKQ"
"FARMACIA DE PAZ","Frente Instituto Francisco Salzillo, C. Museo de la Huerta, 11, 30820 Alcantarilla, Murcia","+34 968 80 71 11","","","4.6","17","farmacias","Alcantarilla","ChIJMeIGHf9_ZA0RwMFCGZ1JCfI"
"Farmacia María Rubio","Cl. Mayor, 87, 30820 Alcantarilla, Murcia","+34 968 80 29 50","https://farmaciamariarubio.es/","","3.6","15","farmacias","Alcantarilla","ChIJnROuOgCAZA0R6igqOeVp4-Y"
"Farmacia Alcantarilla Jose Manuel Lopez Sanchez","Av. Ejército del Aire, 30820 Alcantarilla, Murcia","+34 968 89 20 88","https://www.farmacialcantarillafmas.com/","","5","2","farmacias","Alcantarilla","ChIJn00XvwSAZA0RK9PuaXQUcVc"
"Farmacia Hermanos Caballero CB","C. Pedro Nogueroles Roche, 26, 30820 Alcantarilla, Murcia","+34 968 80 89 97","https://www.facebook.com/Farmacia-Hermanos-Caballero-CB-428298654378734/","","4.2","33","farmacias","Alcantarilla","ChIJNSAYeAWAZA0RI9IUZv-ST-I"
"Farma Integral","","+34 691 23 92 13","https://farmaintegral.com/","","5","2","farmacias","Alcantarilla","ChIJRxBMUsCSdUAR6cR3vDNK7NA"
"Farmacia Jesús Riquelme Cascales","Cam. de los Romanos, 19, 30820 Alcantarilla, Murcia","+34 968 80 24 48","","","4.1","17","farmacias","Alcantarilla","ChIJW4YM4AaAZA0ReiajAVoMLyE"
"Drogas Montoro S A","Av. de las Américas, 6, 30820 Alcantarilla, Murcia","+34 968 21 22 79","","","5","1","farmacias","Alcantarilla","ChIJv2aZKgOAZA0RPoDGS9D1JCo"
"Mundofar","Pol Ind Oeste, C. Fortuna, 0 S N, 30820 Alcantarilla, Murcia","+34 968 80 88 59","","","4","1","farmacias","Alcantarilla","ChIJq5gaVux_Yw0RTU4hyS1eTZI"
"Vetter - Hospital Veterinario 24h Murcia","Av. Severo Ochoa, 30100 Murcia","+34 868 04 88 13","https://www.vetterhospital.com/","","4.6","163","veterinarios","Murcia","ChIJbSZU6wqBYw0RStYEA8tBN-k"
"Canitas Veterinaria Murcia - CC Zaraiche","Av. Miguel de Cervantes, 106, 30009 Murcia","+34 918 31 00 10","https://www.canitasveterinaria.com/","","5","111","veterinarios","Murcia","ChIJix0gMraBYw0RJ5e1p1SXsIE"
"Medivet 24 Horas La Flota","P.º Ing. Sebastian Feringan, 22, 30007 Murcia","+34 968 24 61 22","https://www.medivetgroup.com/es-es/veterinario-urgencia-24-horas/24-horas-la-flota/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle_lpm_la_flota","","3.9","727","veterinarios","Murcia","ChIJq6qqqj6CYw0RnQ2R5pRWWTg"
"Clínica Veterinaria Murcia Norte","Av. Francisco Jiménez Ruiz, 22, 30007 El Puntal, Murcia","+34 662 93 85 57","https://www.veterinariomurcia.es/","","4.8","753","veterinarios","El Puntal","ChIJDc02B4aBYw0RASqIPnPSo5E"
"Clínica veterinaria Zoo Centro","Av. Cdad. de Almería, 133, 30010 Murcia","+34 968 26 48 35","","","4.8","274","veterinarios","Murcia","ChIJ9a2m2uKBYw0R49I-xi_X0OY"
"Distrito Animal - Clínica Veterinaria","C. Pasos de Santiago, Nº13-14, Bajo, 30005 Murcia","+34 659 87 23 60","http://www.cvdistritoanimal.es/","","4.6","126","veterinarios","Murcia","ChIJi3_I8vWBYw0Rqeaz0bBhyh8"
"San Roque Veterinarios","Plaza Cruz Roja, numero 3, bajo, 30003 Murcia","+34 968 21 07 61","https://clinicaveterinaria.es/es-es/i/21436-san-roque-veterinarios/","","4.9","368","veterinarios","Murcia","ChIJgyGWaQWCYw0RJUplD5nMUug"
"Clínica Veterinaria Amigos","C/ Puerta Nueva, 10, 30001 Murcia","+34 968 23 48 84","http://amigos.vet/","","4.7","329","veterinarios","Murcia","ChIJYWhKihmCYw0RSPd1cjDbzoI"
"Centro Veterinario Mimos","C. Juan Alarcón Borja, 3, 30007 Murcia","+34 968 40 50 37","https://cvmimos.com/","","4.8","169","veterinarios","Murcia","ChIJfTh6BUiCYw0RRlTGaKKyc7g"
"Clínica Veterinaria El Jardín","C. Sta. Teresa, 4, Bajo, 30005 Murcia","+34 722 24 70 20","","","4.9","122","veterinarios","Murcia","ChIJXT8RXwaDYw0R-wyZD_lysi4"
"Hospital Clínico Veterinario - Universidad de Murcia","Facultad Veterinaria, Edificio 16. Junto a, C. Campus Universitario, 30100 Murcia","+34 609 62 58 53","http://www.um.es/hcv/","","4.3","860","veterinarios","Murcia","ChIJ82JkbwGBYw0RyobB8ETyOZw"
"Centro veterinario especializado ""El Malecón""","C. Pintor Sobejano, 16, 30004 Murcia","+34 627 85 45 22","http://www.elmaleconcve.com/","","4.8","48","veterinarios","Murcia","ChIJAb1GF4mBYw0RrkEN2IwL6dA"
"CENTRO VETERINARIO PATIKAS","Rda. de Garay, 16, 30003 Murcia","+34 968 93 49 34","https://linktr.ee/c.v.patikas","","4.9","58","veterinarios","Murcia","ChIJewIpq1aDYw0Rsxy65BjWVPU"
"Clínica Veterinaria Salzillo","C. Cartagena, 15, 30002 Murcia","+34 968 22 29 50","https://www.clinicaveterinariasalzillo.com/","","4.8","192","veterinarios","Murcia","ChIJpfLXmwOCYw0RUbyfx4OnjPI"
"Centro Veterinario Sais","C. Obispo Pedro Gallego, 3, 30011 Murcia","+34 968 25 00 28","","","4.9","82","veterinarios","Murcia","ChIJ71GNKQaCYw0RvIQRhO8Mx8I"
"JC1Veterinarios","Av. Juan Carlos I, 48, 30007 Santiago y Zaraíche, Murcia","+34 968 93 29 33","https://www.jc1veterinarios.es/","","4.5","520","veterinarios","Santiago y Zaraíche","ChIJwcNrVc54Yw0RbvtXj1HNYHs"
"Vetocardia","C. Isaac Albéniz, Nº9, 30009 Murcia","+34 968 28 13 94","http://vetocardia.com/","","4.9","270","veterinarios","Murcia","ChIJ-U5f8H-BYw0RTV8gYyjIKfE"
"Clinica Veterinaria Floridablanca","Av. Juan Antonio Perea, 11, 30002 Murcia","+34 968 34 39 80","http://www.floridablancaveterinarios.com/","","4.9","75","veterinarios","Murcia","ChIJKR8u3gCCYw0RqfPugXDWgrQ"
"La Clínica veterinaria de Manuela","Pl. Aurora, 1, bajo, 30001 Murcia","+34 868 61 07 93","https://www.laclinicademanuela.com/","","4.9","113","veterinarios","Murcia","ChIJ-VokNaODYw0R_E5iEjAMbuc"
"Clínica Veterinaria El Carmen","C. Álvarez Quintero, 18, 30002 Murcia","+34 968 25 82 61","https://elcarmenveterinarios.com/","","4.5","178","veterinarios","Murcia","ChIJh1cNRgGCYw0RPe7Ybksr5ww"
"Clínica Veterinaria Mascotas jc1","Pl. Dentistas Murcianos, 15, bajo, 30007 Murcia","+34 613 15 66 33","","","5","16","veterinarios","Murcia","ChIJqZHLkSyBYw0Rq_-FWKUmXBE"
"Sana Sana Centro Veterinario","Calle Sgto. Ángel Tornel, 2e, 30009 Murcia","+34 634 57 80 91","https://sanasanacv.com/","","4.8","161","veterinarios","Murcia","ChIJ_3lp3pKBYw0Rf_683sm13XY"
"Kaneko Clínica Veterinaria","C. José Maria Pemán, 4, 30007 Murcia","+34 968 23 50 75","","","4.8","87","veterinarios","Murcia","ChIJw7eInSOCYw0RNAiup8CBGL4"
"Centro Veterinario Punto Fijo","C. Azarbe del Papel, 32, 30007 Murcia","+34 611 17 17 22","https://sites.google.com/view/centro-veterinario-punto-fijo/home","","5","5","veterinarios","Murcia","ChIJt-9UppaDYw0RO6H2ZfZHuQM"
"Clínica veterinaria Asís","Ronda de Levante, Pl. Juan XXIII, 19, bajo, 30008 Murcia","+34 968 23 36 70","https://www.facebook.com/clinicaveterinariaasis.i","","4.6","71","veterinarios","Murcia","ChIJTdEwhheCYw0RgDjV8aBAEGc"
"Centro Veterinario Infante","Av. Monte Carmelo, 8, 30011 Murcia","+34 968 93 46 89","","","4.6","62","veterinarios","Murcia","ChIJ24aayQuCYw0RPca8G1QweFk"
"Peludines","C. Cuatro Caminos, 5, 30007 Zarandona, Murcia","+34 868 30 06 28","http://peludin.es/","","5","2","veterinarios","Zarandona","ChIJ_T1jJUGCYw0R5lpXyV8BPdU"
"Consultorio Veterinario la Flota 1","C. Antonio de Ulloa, 2, 30007 Murcia","+34 968 23 61 94","","","4.6","40","veterinarios","Murcia","ChIJYR0UPBaCYw0RUpbtTuR72VY"
"Clínica Veterinaria Santiago el Mayor","C. Antonio y Manuel Martinez, 22, 30012 Murcia","+34 968 35 30 14","","","4.7","193","veterinarios","Murcia","ChIJzeLTc6h4Yw0RL01Mig3Gi4M"
"Clínica Veterinaria El Carmen S.L.","Av. Monte Carmelo, 2, 30011 Murcia","+34 968 34 56 77","","","4.4","106","veterinarios","Murcia","ChIJnYzq0AuCYw0R46pOsbyY5So"
"Centro Veterinario Amagoia","C. Mayor, 2, bajo, 30100 Murcia","+34 672 97 51 03","https://amagoiacv.com/","","5","20","veterinarios","Murcia","ChIJr1Zc8t2BYw0Rdm-No99cOaI"
"Centro Veterinario Dado","Av. Príncipe de Asturias, 33, 30007 Santiago y Zaraíche, Murcia","+34 968 22 44 50","https://veterinariosdadomurcia.es/","","4.4","118","veterinarios","Santiago y Zaraíche","ChIJIfAG1yWCYw0RCRQFdQPSvIM"
"Clínica Veterinaria Exóticos Pluto","Av. Miguel de Cervantes, 23, 30009 Murcia","+34 968 28 31 13","http://www.exoticospluto.com/","","4.3","431","veterinarios","Murcia","ChIJG3j8uY2BYw0RJNhDCEDxBC8"
"AmiGato Clínica Felina","P.º de Florencia, 24, bajo, 30010 Murcia","+34 868 68 04 44","http://www.amigato.es/","","4.5","354","veterinarios","Murcia","ChIJy6Rtd6l4Yw0Rl0Mw-X-9OFg"
"Salorio Del Moral M P","Av. de la Fama, 17, 30006 Murcia","+34 968 24 44 45","","","5","1","veterinarios","Murcia","ChIJkdWsDxSCYw0Rv4d1FyBSDMw"
"Centro Veterinario El Pantano","Av. de la Ñora, 27, 30009 La Arboleja, Murcia","+34 968 28 22 50","","","4.7","321","veterinarios","La Arboleja","ChIJgdD-SOmBYw0RpWDrG5jjQM0"
"Tus veterinarios Mary Paz y Oscar","C. Torre de Romo, 68, 30011 Murcia","+34 868 95 17 67","http://www.tusveterinarios.es/","","4.6","257","veterinarios","Murcia","ChIJ6wceYQiCYw0RLKKpj48kO7Y"
"Clínica Veterinaria Bichos","Tr.ª Ermita Vieja, 20, 30006 Murcia","+34 968 30 46 43","","","4.1","51","veterinarios","Murcia","ChIJz2Z2C16CYw0RT7539LDbXP4"
"Hospital Veterinario Faucan | MiVet","Av. Juan Carlos I, 5, 30310 Cartagena, Murcia","+34 968 08 79 29","https://faucan.mivet.com/%3Futm_medium%3DMyBusiness%26utm_source%3DGoogleMaps","","3.9","533","veterinarios","Cartagena","ChIJsedW9xJCYw0RImHfq1PW6YI"
"Centro Veterinario Cartagena","Av. Juan Carlos I, 59, PBº 2, 30310 Cartagena, Murcia","+34 968 53 06 88","https://centroveterinariocartagena-es.webnode.es/","","4.5","247","veterinarios","Cartagena","ChIJEd1M0HJCYw0RyNppc6z4xQU"
"Clínica Veterinaria Salitre","C. Salitre, 6, 30201 Cartagena, Murcia","+34 968 52 90 56","","","4.8","262","veterinarios","Cartagena","ChIJZ4QLqyVCYw0RwAaweRBEZVA"
"CENTRO VETERINARIO LOS DOLORES","C. Alfonso XIII, 83, 30310 Cartagena, Murcia","+34 968 53 29 86","https://mascotassk.blogspot.com/","","4.7","231","veterinarios","Cartagena","ChIJ58FOfd5pYw0Rn8FStel60Jg"
"Clínica Veterinaria ILUVET","C. Jorge Juan, 13, 30204 Cartagena, Murcia","+34 868 06 31 29","http://www.iluvet.com/index.html%23content5-9","","4.7","432","veterinarios","Cartagena","ChIJGeAEvhdCYw0RCDhf51qalH0"
"Centro Veterinario Carlos III","C. Carlos III, 63, 30203 Cartagena, Murcia","+34 968 52 61 42","","","4.6","464","veterinarios","Cartagena","ChIJl_cp245BYw0RqpwZu6DUr4s"
"Clínica Veterinaria Mohati","C Santiago Ramón Y Cajal, 63, 30205 Cartagena, Murcia","+34 968 15 77 68","http://www.mohati.es/","","4.9","72","veterinarios","Cartagena","ChIJ682pNJ9DYw0RlOPKyetu43A"
"Clínica Veterinaria Ramón y Cajal","C. Francisco Salzillo, 3, 30205 Cartagena, Murcia","+34 968 31 67 53","http://cvramonycajal.wixsite.com/animal-clinic","","4.7","204","veterinarios","Cartagena","ChIJbxmhGRFCYw0R-BGM-Jc1btU"
"Clinica Veterinaria San Félix","Vereda de San Félix, 24, 30300 Cartagena, Murcia","+34 968 51 33 41","","","4.4","245","veterinarios","Cartagena","ChIJe6FBwAhCYw0RRF3S0-bqNVE"
"Centro Veterinario ""Los Molinos""","C. del Submarino, 9, BAJO, 30300 Cartagena, Murcia","+34 607 53 11 17","","","4.5","191","veterinarios","Cartagena","ChIJx2NULhtCYw0RLweKv50Avw0"
"Clínica Veterinaria Sauces","C. Cartagena De Indias, 26, 30203 Cartagena, Murcia","+34 968 12 33 15","http://www.clinicasauces.es/","","4.7","468","veterinarios","Cartagena","ChIJ--4hziBCYw0RFx_7z812ngw"
"Clínica Veterinaria Peludos","C. la Paz, 4, BAJO, 30204 Cartagena, Murcia","+34 690 33 66 82","https://www.facebook.com/cvpeludos","","4.9","147","veterinarios","Cartagena","ChIJk-e6UyJCYw0RzWQfJkqMQos"
"Clínica Veterinaria El Paseo","P.º Alfonso XIII, 20, 30201 Cartagena, Murcia","+34 968 50 60 10","http://www.cvpaseo.es/","","4.6","214","veterinarios","Cartagena","ChIJOX7k3yZCYw0R_818Y91JkRw"
"Granavet Cartagena, Clínica Veterinaria especializada en castraciónes","Ctra. de Cabo de Palos, 21, 30385 Los Belones, Murcia","+34 604 40 17 75","http://granavet.es/","","4.8","65","veterinarios","Los Belones","ChIJe09vixo9Yw0RxzyQLmKU2SY"
"Clínica Veterinaria Alameda","C. Soldado Rosique, 4, 30205 Cartagena, Murcia","+34 968 52 21 52","http://www.clinicaveterinariaalameda.com/","","4.7","49","veterinarios","Cartagena","ChIJCZA5izxCYw0R0qFFHbml6wg"
"Pat & Pet Veterinaria","C. Peroniño, 115, 30205 Cartagena, Murcia","+34 968 50 32 88","http://www.veterinariapatpet.com/","","4.6","162","veterinarios","Cartagena","ChIJX8jop0BCYw0Rb7Cu1_UL_JE"
"Kivet Salud Animal","C. Riga, 30395 Cartagena, Murcia","+34 968 19 72 64","https://www.kivet.com/%3Futm_campaign%3Dgmaps_cartagena%26utm_medium%3Dmaps%26utm_source%3Dgoogle","","4.7","185","veterinarios","Cartagena","ChIJcxerIdBBYw0RTB666LX7q6M"
"Urgencias Veterinarias Cartagena","","+34 628 86 26 96","","","5","1","veterinarios","Cartagena","ChIJrc_BHBpM8AARiJ39PsBy_QM"
"La Clínica Veterinaria (Marroquina)","C. de la Marroquina, 26, Moratalaz, 28030 Madrid","+34 914 39 86 30","https://laclinicaveterinariarivas.com/","","4.4","644","veterinarios","Madrid","ChIJ0aLqD_ElQg0RHMdoKh4ppb8"
"Centro Veterinario","C. Mayor, 101, 30394 Canteras, Murcia","+34 968 16 25 66","https://clinicaveterinariacanteras.com/","","4.6","18","veterinarios","Canteras","ChIJAzABXqBDYw0R2TDZ5HWL3_k"
"GAIA","C. Ing. de la Cierva, 5, 30203 Cartagena, Murcia","+34 968 12 02 41","http://saludambiental.es/","","0","0","veterinarios","Cartagena","ChIJITJal41BYw0RbCEskEVW-IM"
"Veterzoo Cartagena","Av. de la Española, nº7, 30394 Cartagena, Murcia","+34 968 11 57 10","http://www.veterzoocartagena.com/","","4.6","122","veterinarios","Cartagena","ChIJIw1UuItCYw0RVUa49f3_pwU"
"URGENCIAS VETERINARIAS CARTAGENA","","+34 628 86 26 96","","","3.9","7","veterinarios","Cartagena","ChIJBeA9nD1SVwoRSHb1eYvmDjI"
"NATUREVET","Av. Juan Carlos I, 5, 30310 Cartagena, Murcia","+34 629 95 86 19","http://www.naturevet.es/","","5","4","veterinarios","Cartagena","ChIJqcgfwSBDYw0R_-KPa6lMhRw"
"Clínica Mapache","C. el Corso, 9, 30385 Los Belones, Murcia","+34 968 13 75 23","","","4.8","117","veterinarios","Los Belones","ChIJO2s1Lm89Yw0R1eyFVHcYrqw"
"Mascotas","C. Carmen Conde, 59, 30204 Cartagena, Murcia","+34 968 31 66 60","","","4.7","64","veterinarios","Cartagena","ChIJ--deZxdCYw0RXSFbthuBmh8"
"Argos","C. Ciudád de Orán, 7, 30202 Cartagena, Murcia","","http://www.argos.co.uk/","","0","0","veterinarios","Cartagena","ChIJY7tlR49BYw0RTzaeZT2ZmNc"
"Clínica Veterinaria Fausto","C/ Cartagena de Indias, 2, 30300 Cartagena, Murcia","+34 968 31 35 17","","","4.1","61","veterinarios","Cartagena","ChIJcS1TxRtCYw0R734G3j98Bio"
"Centro Veterinario Europa","Av. Europa, 27, 30800 Lorca, Murcia","+34 868 05 95 34","http://veterinarioeuropa.com/","","4.6","312","veterinarios","Lorca","ChIJSQmUtSXmZA0Rs-VYnJ3Pa04"
