Nombre,Email,Teléfono,Web,Dirección,Categoría,Ubicación,Rating,Reviews
"Vostrafarma 24H","","+34 968 25 23 25","http://www.farmaciavostrafarma.com/","C. Pintor Almela Costa, 2, 30011 Murcia, España","farmacias","Murcia",4.8,21
"Farmacia El Palmar 24h","info@farmacia24hmurcia.com","+34 968 88 22 36","https://farmacia24hmurcia.com/","Cl. Lorca, 147, 30120 El Palmar, Murcia, España","farmacias","Murcia",4.4,242
"Farmacia Ortega 365 días","","+34 968 90 55 66","","C. Paloma, Número 1, 30010 Murcia, España","farmacias","Murcia",4.9,40
"Farmacia Universidad","","+34 660 02 09 79","http://www.farmauniversidad.es/","Rda. Parque Universidad, nº 1, 30100 Murcia, España","farmacias","Murcia",4.7,204
"Farmacia Salzillo, C.B. (Francisco Bernabé Ortuño, Nuria y Javier Bernabé Ruiz)","","+34 968 29 16 78","","FARMACIA, C. San Andrés, 17, BAJO, 30005 Murcia, España","farmacias","Murcia",4.8,40
"Farmacia Tomás","","+34 968 23 23 68","https://www.instagram.com/farmaciatomasmurcia/","Pl. de la Fuensanta, 3, 30008 Murcia, España","farmacias","Murcia",4.7,10
"FARMACIA TOMÁS MOMPÓ","","+34 968 26 19 59","","Av. de la Fama, 4, 30003 Murcia, España","farmacias","Murcia",4.7,19
"Farmacia Abad","","+34 968 21 27 15","https://www.facebook.com/#!/FarmaciaAbad","C. San Nicolás, 1, 30005 Murcia, España","farmacias","Murcia",4.7,28
"Farmacia Vistafarma","","+34 690 92 91 19","https://www.vistafarma.com/","C. Pintor Almela Costa, s/n, 30011 Murcia, España","farmacias","Murcia",4.8,535
"Farmacia Mª Encarnación García-Lax Espinosa","farmaciagarcialax@gmail.com","+34 968 26 38 65","https://farmaciagarcialax.com/","C. Auroros, 3, 30002 Murcia, España","farmacias","Murcia",5,11
"Farmacia Ruiz-Seiquer. Parafamacia Murcia.","","+34 968 21 14 07","https://www.farmaciaruizseiquer.com/","C. San Bartolomé, 1, 30004 Murcia, España","farmacias","Murcia",4.2,30
"Clínica Veterinaria Murcia Norte","info@veterinariomurcia.es","+34 662 93 85 57","https://www.veterinariomurcia.es/","Av. Francisco Jiménez Ruiz, 22, 30007 El Puntal, Murcia, España","veterinarios","Murcia",4.8,753
"Medivet 24 Horas La Flota","","+34 968 24 61 22","https://www.medivetgroup.com/es-es/veterinario-urgencia-24-horas/24-horas-la-flota/?utm_source=google&utm_medium=organic&utm_campaign=google_lpm_la_flota","P.º Ing. Sebastian Feringan, 22, 30007 Murcia, España","veterinarios","Murcia",3.9,727
"Clínica Veterinaria Amigos","hola@amigos.vet","+34 968 23 48 84","http://amigos.vet/","C/ Puerta Nueva, 10, 30001 Murcia, España","veterinarios","Murcia",4.7,329
"JC1Veterinarios","jc1veterinarios@jc1veterinarios.es","+34 968 93 29 33","https://www.jc1veterinarios.es/","Av. Juan Carlos I, 48, 30007 Santiago y Zaraíche, Murcia, España","veterinarios","Murcia",4.5,520
"Clínica Veterinaria El Jardín","","+34 722 24 70 20","","C. Sta. Teresa, 4, Bajo, 30005 Murcia, España","veterinarios","Murcia",4.9,122
"Distrito Animal - Clínica Veterinaria","","+34 659 87 23 60","http://www.cvdistritoanimal.es/","C. Pasos de Santiago, Nº13-14, Bajo, 30005 Murcia, España","veterinarios","Murcia",4.6,126
"Clínica veterinaria Zoo Centro","","+34 968 26 48 35","","Av. Cdad. de Almería, 133, 30010 Murcia, España","veterinarios","Murcia",4.8,274
"Vetter - Hospital Veterinario 24h Murcia","vetter@vetterhospital.com","+34 868 04 88 13","https://www.vetterhospital.com/","Av. Severo Ochoa, 30100 Murcia, España","veterinarios","Murcia",4.6,163
"Sibuya Urban Sushi Bar","hola@gruposibuya.com","+34 868 68 00 68","https://sibuyaurbansushibar.com/","Pl. Julián Romea, 6, 30001 Murcia, España","sushi","Murcia",4.7,2460
"Nakama","","+34 691 87 85 31","","Pl. de las Flores, 12, 30004 Murcia, España","sushi","Murcia",4.9,387
"San Roque Veterinarios","","+34 968 21 07 61","https://clinicaveterinaria.es/es-es/i/21436-san-roque-veterinarios/","Plaza Cruz Roja, numero 3, bajo, 30003 Murcia, España","veterinarios","Murcia",4.9,368
"Sushi Nami","","+34 868 08 42 82","https://restaurante.covermanager.com/sushi-nami/","C. Miguel Hernández, 1, 30011 Murcia, España","sushi","Murcia",4.8,531
"Hospital Clínico Veterinario - Universidad de Murcia","","+34 609 62 58 53","http://www.um.es/hcv/","Facultad Veterinaria, Edificio 16. Junto a, C. Campus Universitario, 30100 Murcia, España","veterinarios","Murcia",4.3,860
"Antonio Albaladejo CLÍNICA VETERINARIA","","+34 968 24 51 91","","Av. Juan Carlos I, 14, Bajo, 30008 Murcia, España","veterinarios","Murcia",4.9,109
"Kizami Sushi","kizamisushirestaurante@gmail.com","+34 623 23 59 58","http://www.kizamisushi.es/","C. Acropolis, 7, 30007 Santiago y Zaraíche, Murcia, España","sushi","Murcia",4.9,255
"Sushi Dori","","+34 686 34 19 63","https://sushidorimurcia.com/","C. de Molina de Segura, 8, 30007 Murcia, España","sushi","Murcia",4.7,3536
"Enso Sushi","carlos@acidamarketing.com","+34 968 90 66 11","http://www.ensosushi.com/","C. Sta. Teresa, 6, 30005 Murcia, España","sushi","Murcia",4.5,1528
"Hospital de Urgencias Veterinarias Región de Murcia","huvemur@veterinariourgente.com","+34 630 83 20 20","http://www.veterinariourgente.com/","C. Chimeneas, 22, 30110 Churra, Murcia, España","veterinarios","Murcia",3.8,744
"Sushisom Murcia","murcia@sushisom.net","+34 868 81 40 67","https://sushisom.net/sushisom-murcia","Av. Ciclista Mariano Rojas, 19, 30009 Murcia, España","sushi","Murcia",4.1,986
"Yi sushi","","+34 613 48 72 56","","C. Mariano Girada, 27, 30005 Murcia, España","sushi","Murcia",4.7,464
"Kokoro Gastro Sushi","info@kokorogastrosushi.com","+34 868 07 70 00","https://www.kokorogastrosushi.com/","Av. de la Libertad, 6, 30009 Murcia, España","sushi","Murcia",4.4,1362
"Miss Sushi","murcia@misssushi.es","+34 968 92 31 31","https://misssushi.es/restaurantes/miss-sushi-murcia/","Pl. San Juan, 2, 30003 Murcia, España","sushi","Murcia",4.1,1336
"La Clínica veterinaria de Manuela","manuvet21@gmail.com","+34 868 61 07 93","https://www.laclinicademanuela.com/","Pl. Aurora, 1, bajo, 30001 Murcia, España","veterinarios","Murcia",4.9,113
"Ohayo sushi fusion","","+34 611 91 65 12","http://www.ohayosushifusionmurcia.com/","C. Trinidad, 4, 30003 Murcia, España","sushi","Murcia",4.9,114
"Centro Veterinario Mimos","info@cvmimos.com","+34 968 40 50 37","https://cvmimos.com/","C. Juan Alarcón Borja, 3, 30007 Murcia, España","veterinarios","Murcia",4.8,169
"Izakaya Okina","","+34 968 11 88 24","http://www.facebook.com/izakayaokina/","C. Andrés Baquero, 30001 Murcia, España","sushi","Murcia",4.6,1108
"Xiximu Creative Cuisine Sushi","","+34 968 19 93 39","https://www.covermanager.com/reserve/module_restaurant/restaurante-xiximucreativecuisine/spanish","C. Virgen de la Esperanza, 5, 30008 Murcia, España","sushi","Murcia",4.8,182
"Kasumi Sushi Buffet","","+34 868 70 38 26","","España, Murcia, C. Ruipérez, 邮政编码: 30005","sushi","Murcia",4.6,598
"Bāru","nhola@baru.es","+34 722 52 33 39","https://baru.es/","C. Poeta Vicente Medina, 2, bajo izquierda, 30007 Murcia, España","sushi","Murcia",4.8,330
"Green sushi","greensushi@hotmail.es","+34 968 96 73 64","http://www.greensushi.es/","C. Merced, 3, 30001 Murcia, España","sushi","Murcia",4.4,920
"Kappou Makoto","","+34 627 65 67 67","","C. Historiador Juan Torres Fontes, 20, 30011 Murcia, España","sushi","Murcia",4.8,372
"Natsu","","+34 628 64 64 40","http://www.instagram.com/natsu.es","C. Luis Braille, 1, 30005 Murcia, España","sushi","Murcia",4.8,2192
"Clínica Veterinaria Guadalupe","","+34 868 95 72 78","http://www.cvguaudalupe.com/","Calle Ntra. Sra. de Guadalupe, 74, 30107 Guadalupe, Murcia, España","veterinarios","Murcia",4.8,162
"Clínica Veterinaria Salzillo","","+34 968 22 29 50","https://www.clinicaveterinariasalzillo.com/","C. Cartagena, 15, 30002 Murcia, España","veterinarios","Murcia",4.8,192
"Clínica Veterinaria Santiago el Mayor","","+34 968 35 30 14","","C. Antonio y Manuel Martinez, 22, 30012 Murcia, España","veterinarios","Murcia",4.7,193
"China House Co.","eventos@orenesgrupo.com","+34 680 87 76 40","https://mercadodecorreos.com/carta/china-food/","C. Pintor Villacis, 3, 30003 Murcia, España","comida china","Murcia",4.9,286
"Restaurante Chino Internacional","","+34 968 34 24 16","","C. Miguel Hernández, 1, 30011 Murcia, España","comida china","Murcia",4.3,802
"Restaurante Wen Zhou","","+34 868 12 30 80","","C. Prta de Orihuela, 9, 30003 Murcia, España","comida china","Murcia",4,1156
"Restaurante Jardín Chino","","+34 968 28 59 37","https://www.instagram.com/jardinchino/?hl=es","Av. Miguel de Cervantes, 56, 30009 Murcia, España","comida china","Murcia",4.2,1016
"Clínica Veterinaria Exóticos Pluto","info@exoticospluto.com","+34 968 28 31 13","http://www.exoticospluto.com/","Av. Miguel de Cervantes, 23, 30009 Murcia, España","veterinarios","Murcia",4.3,431
"La Casa de Xu","info@turismoregiondemurcia.es","+34 968 27 26 47","https://www.murciaturistica.es/es/restaurante/la-casa-de-xu-3873/","Rda. de Levante, 8, 30008 Murcia, España","comida china","Murcia",4,269
"Casa Yan","zouxuanxuan@me.com","+34 868 04 62 97","https://casayan.es/","C. Vara de Rey, 11, 30001 Murcia, España","comida china","Murcia",4.6,205
"Clinica Veterinaria Floridablanca","","+34 968 34 39 80","http://www.floridablancaveterinarios.com/","Av. Juan Antonio Perea, 11, 30002 Murcia, España","veterinarios","Murcia",4.9,75
"Gran Mundo","granmundomur@gmail.com","+34 968 22 04 01","https://drive.google.com/drive/folders/1gMTbIjz-qO981bCPOv_GkRPAGMRtO8PP","Av. Don Juan de Borbon, 36, 30007 Santiago y Zaraíche, Murcia, España","comida china","Murcia",4,503
"Casa De Lai","","+34 968 23 89 23","","C. Azarbe del Papel, n3, 30007 Santiago y Zaraíche, Murcia, España","comida china","Murcia",4.2,458
"Centro veterinario especializado ""El Malecón""","","+34 627 85 45 22","http://www.elmaleconcve.com/","C. Pintor Sobejano, 16, 30004 Murcia, España","veterinarios","Murcia",4.8,48
"Restaurante chino auténtico Anchong","restauranteanchong@gmail.com","+34 641 18 09 31","https://restauranteanchong.es/","ZigZag, Av. Juan Carlos I, S/N, Planta 1, 30008 Murcia, España","comida china","Murcia",5,18
"Restaurante Chino Bambu Garden","","+34 968 22 33 63","http://www.bambugarden.net/","C. Cánovas del Castillo, 24, 30003 Murcia, España","comida china","Murcia",3.6,300
"Restaurante Kyushu","","+34 868 04 92 49","","P.º de Florencia, 41, 30010 San Benito - Patiño, Murcia, España","comida china","Murcia",4.5,371
"Lanzhou ramen china","","+34 868 61 11 71","https://lanzhouramen.es/","España, Murcia, MEDINACELI, Pl. San Juan, 邮政编码: 30003","comida china","Murcia",4.8,582
"Restaurante Chino La Corona","","+34 968 29 88 08","http://www.restaurantechinolacorona.es/","Calle Isaac Albéniz, Pl. del Rocío, 11, BAJO, 30009 Agres, Murcia, España","comida china","Murcia",3.7,139
"Restaurante Chino Song","","+34 868 04 51 32","https://carta.alihuaren.com/carta-vip/9420/","Av. de la Region Murciana, 101, 30011 Murcia, España","comida china","Murcia",4.5,111
"China town","","+34 968 24 75 17","","Rda. de Levante, 6, 30008 Murcia, España","comida china","Murcia",3.8,445
"Gran Dragón Hot Pot","","+34 630 57 15 97","https://gran-dragon-hot-pot-restaurant.makro.rest/?lang=es","Av. Juan Carlos I, S/N, 30008 Murcia, España","comida china","Murcia",4.6,207
"Jardín Chino","","+34 968 35 86 00","http://www.murcia.es/","P.º de Garay, S/N, 30003 Murcia, España","comida china","Murcia",4.1,546
"Asia Jufu","","+34 868 63 03 88","","C. Mayor, 38, 30006 Puente Tocinos, Murcia, España","comida china","Murcia",4.6,223
"Restaurante Chino Fu-Lin","","+34 968 24 92 99","","C. Mayor, 71, 30006 Puente Tocinos, Murcia, España","comida china","Murcia",4.3,670
"Restaurante El Chino Latino","","+34 868 04 51 41","","Ctra. Beniaján, 4b, 30011 Los Dolores, Murcia, España","comida china","Murcia",4,278
"Restaurante La Tagliatella","","+34 968 22 39 00","https://www.latagliatella.es/restaurantes/murcia/cjulian-romea-murcia?utm_source=gmb&utm_medium=organic&utm_campaign=gmb&utm_content=web","Pl. Julián Romea, 3, 30001 Murcia, España","comida italiana","Murcia",4.2,1691
"La Piazzetta di San Juan","","+34 868 62 07 06","https://smartmenu.agorapos.com/?id=u9bur36p&workplaceId=zbvjxiyo#/","Pl. San Juan, 6, 30003 Murcia, España","comida italiana","Murcia",4.4,433
"Arte Bianca","","+34 614 28 96 89","","C. Plano de San Francisco, s/n, 30004 Murcia, España","comida italiana","Murcia",4.8,149
"Pizzería Vianco","","+34 968 86 48 06","http://www.pizzeriavianco.com/","C. Navegante Macias del Poyo, 30007 Murcia, España","comida italiana","Murcia",4.3,748
"La Mafia se sienta a la mesa","info@lamafia.es","+34 968 06 77 88","https://lamafia.es/restaurantes/murcia-thader/","Centro Comercial Thader, 30110 Churra, Murcia, España","comida italiana","Murcia",4.7,938
"Pizzería El Italiano","","+34 968 90 04 13","http://facebook.com/pizzaparallevar","C. Torreta, 4, 30003 Murcia, España","comida italiana","Murcia",4.8,77
"Ortopedia Florencio","","+34 868 91 55 58","","C. Torre de Romo, 13, 30002 Murcia, España","ortopedias","Murcia",4.9,183
"ORTOPEDIA INFANTE en MURCIA CENTRO. ONLINE 24H Homologado para dispensación de productos subvencionados por el SMS","","+34 868 68 21 11","https://www.ortopediainfante.es/","C. Miguel Hernández, 7, 30011 Murcia, España","ortopedias","Murcia",4.9,13
"La Tía Juana Murcia","dpo-google@google.com","+34 868 48 00 26","https://latiajuanamx.com/reservas/","Pl. Preciosa, 4, 30008 Murcia, España","comida mexicana","Murcia",4.4,3485
"Ortopedia Precisión","","+34 968 26 70 42","http://www.ortopediaprecision.com/","C. Floridablanca, 9, 30002 Murcia, España","ortopedias","Murcia",4.1,49
"Ortopedia Profeet","","+34 696 03 98 22","","C. San Martín de Porres, 15, 30001 Murcia, España","ortopedias","Murcia",5,25
"Ortopedia Fuensanta","","+34 968 24 45 41","http://www.ortopediafuensanta.es/","Ronda Norte, 14, 30009 Murcia, España","ortopedias","Murcia",4,36
"Ortopedia La Fama","","+34 968 34 26 58","https://www.ortopedialafamamurcia.es/","Av. de la Fama, 10, 30003 Murcia, España","ortopedias","Murcia",4.5,21
"Ortopedia Vista Alegre","","+34 868 45 16 26","https://www.ortopediavistaalegre.net/","junto a Hospital Morales Meseguer, C. Ministro Diego Clemencin, 6, 30007 Murcia, España","ortopedias","Murcia",4.3,30
"ORTOPEDIA TECNICA AZORIN MURCIA","","+34 868 91 78 18","","C. Abenarabi, 32, 30007 Murcia, España","ortopedias","Murcia",4.4,7
"ORTOPEDIA SANTA EULALIA","info@ortopediasantaeulalia.es","+34 601 49 17 59","http://ortopediasantaeulalia.es/","Pl. Sta. Eulalia, 30003 Murcia, España","ortopedias","Murcia",5,6
"Vialta Ortopedia y Material Médico. Homologado para dispensación de productos subvencionados por el SMS","","+34 968 28 72 86","https://www.vialta.es/","Av. Príncipe de Asturias, 24, 30007 Murcia, España","ortopedias","Murcia",4.6,60
"La MexTiza","","","https://www.lamextiza.com/","Calle Rbla., 4, 30001 Murcia, España","comida mexicana","Murcia",4.7,268
"1000 Central Médica","1000centralmedica@1000central.es","+34 968 24 51 87","https://suministrosmedicosmurcia.es/","Pl. Circular, 14, 30008 Murcia, España","ortopedias","Murcia",5,8
"El Álamo","","+34 968 90 30 14","https://www.facebook.com/El-Alamo-bar-639169909477802/","C. Eulogio Soriano, 13, 30001 Murcia, España","comida mexicana","Murcia",4.7,637
"Ortomol - Ortopedia Molinense","","+34 968 61 33 61","http://www.ortomol.com/","C. Caridad, 7, 30500 Molina de Segura, Murcia, España","ortopedias","Murcia",4.7,13
"Farmacia Ortopedia Mª Dolores Jiménez Inglés","","+34 968 21 11 60","","Avenida Río Segura, Barrio del Carmen, 9, 30002 Murcia, España","ortopedias","Murcia",4.4,8
"Takos Zig Zag","","+34 968 51 82 88","https://instagram.com/taqueria_takos?igshid=YmMyMTA2M2Y=","Centro de ocio Zig Zag, Av. Juan Carlos I, s/n, 30008 Murcia, España","comida mexicana","Murcia",4.4,562
"Tacos y Chelas","","+34 699 84 07 45","","Plaza Europa, C. Sta. Quiteria, 8, 30001 Murcia, España","comida mexicana","Murcia",4.1,355
"No es tamal","","+34 968 01 52 53","","C. Historiador Juan Torres Fontes, 4, 30011 Murcia, España","comida mexicana","Murcia",4.6,209
"La Tia Juana Murcia Ronda Sur","dpo-google@google.com","+34 641 87 38 38","https://latiajuanamx.com/murcia-ronda-sur/","Paseo de Florencia, Rda. Sur, 38, 30010 Murcia, España","comida mexicana","Murcia",4.3,110
"Cantina Mariachi","","+34 968 51 78 07","https://www.cantinamariachi.com/","Centro Comercial Nueva Condomina, Carr. de Cadiz, Km 760, 30110 Churra, Murcia, España","comida mexicana","Murcia",4,1525
"Urban Burrito Bar","","+34 968 02 27 07","http://www.urbanburritobar.com/","C. Mariano Ruiz Funes, 5, 30007 Murcia, España","comida mexicana","Murcia",4.4,1466
"Kebabish","","+34 968 86 07 86","","Ronda Norte, 18, 30009 Murcia, España","kebabs","Murcia",4.9,494
"Kebab Europa","","+34 868 08 42 61","https://kebabeuropa.es/","C. Saavedra Fajardo, 2, 30001 Murcia, España","kebabs","Murcia",4.8,934
"King Pak Doner Kebab","","+34 968 92 57 82","","Av. Reyes Católicos, 21, Ranero, 30009 Murcia, España","kebabs","Murcia",4.6,291
"Kebab Sunderbon","","+34 643 85 57 50","","C. Buenos Aires, 8, 30011 Murcia, España","kebabs","Murcia",4.5,357
"Clínica DRM Murcia · Logopedia · Psicología","informacion@clinicadrm.es","+34 868 12 77 33","http://www.clinicadrm.es/","P.º la Fuente, 6, 30007 Murcia, España","logopedas","Murcia",4.9,45
"Kebab Gurmé","","+34 868 12 49 40","https://kebabgurme.com/","C. Pintor Pedro Flores, 16, 30011 Murcia, España","kebabs","Murcia",4.6,130
"Clinica de logopedia, psicología y Neuropsicologia.Carmen María Sánchez Nicolás.ABECE.","","+34 968 90 97 78","https://www.logopedasmurciaabece.es/","Av. General Primo de Rivera, 12, 30008 Murcia, España","logopedas","Murcia",4.5,42
"Zana pizzería kebab","","+34 968 21 14 57","http://www.zanakebab.es/","C. Alfaro, 6, 30001 Murcia, España","kebabs","Murcia",4.1,1002
"Palacio Del Kebab","","+34 634 05 73 96","","Pl. Balsas, 3, 30001 Murcia, España","kebabs","Murcia",4,527
"Kebaboom","","+34 624 58 82 94","","C. San Lorenzo, 7, 30001 Murcia, España","kebabs","Murcia",4.7,105
"Ach@s kebab","","+34 631 39 26 04","","C. Estrella, 1, 30003 Murcia, España","kebabs","Murcia",4.7,213
"Hablando Logopedia","info@hablandologopedas.com","+34 692 77 78 44","http://www.hablandologopedas.com/","Av. de Santiago, 26, bajo, 30007 Murcia, España","logopedas","Murcia",4.9,19
"Kebab Rey Murcia.","","+34 632 09 01 28","https://verzonalaguia.es/kebab-rey-doner-kebabel-autentico/","C. Vara de Rey, 6, 30001 Murcia, España","kebabs","Murcia",4.3,184
"Akses Kebab","","+34 868 91 56 44","","P.º Marqués de Corvera, 40, 30002 Murcia, España","kebabs","Murcia",4.5,516
"Kebab la flota","","+34 968 60 58 83","","C. Navegante Macías del Poyo, Avenida reina victoria, 2, 30008 Murcia, España","kebabs","Murcia",4.7,105
"Kebab crunchy","","+34 968 24 27 90","","C. Trinidad, 7, 30003 Murcia, España","kebabs","Murcia",4.7,33
"Kebab","","+34 868 61 04 19","","C. Torre de Romo, 15c, 30002 Murcia, España","kebabs","Murcia",4.4,226
"Centro Alodis","info@centroalodis.es","+34 604 18 79 09","https://centroalodis.es/","P.º Acacias, Urbanización Los Rectores, 1A, 30100 Murcia, España","logopedas","Murcia",5,15
"Colegio Profesional de Logopedas de la Región de Murcia","","+34 968 29 75 58","https://logopedasmurcia.es/home","Av. Miguel de Cervantes, 45, 30009 Murcia, España","logopedas","Murcia",3.8,6
"Original DKB","info@originaldkb.com","+34 699 50 26 63","http://originaldkb.com/","Calle De Áposteles, 22, 30001 Murcia, España","kebabs","Murcia",4.2,1295
"A Fuego Lento Kebab","","+34 868 08 42 40","","Av. Primero de Mayo, 2, 30012 San Benito - Progreso, Murcia, España","kebabs","Murcia",4.4,73
"Turkish","","+34 868 08 42 62","","Pl. Circular, 13, 30008 Murcia, España","kebabs","Murcia",4,233
"El Sultán ( KEBABS - TACOS - HAMBURGUESAS )","","+34 868 32 07 39","https://gruposultan.es/","C. Gardenias, 2, 30009 Murcia, España","kebabs","Murcia",4.5,137
"The Boss kebab","","+34 602 02 83 65","","C. Obispo Frutos, 12c, 30003 Murcia, España","kebabs","Murcia",4.3,77
"Doner Kebab Ronda Sur","","+34 968 92 74 90","","P.º Pedáneo José Marín Serna, 23, 30010 Murcia, España","kebabs","Murcia",4,404
"Los pintxos de Lucía","","+34 868 07 63 31","","Calle San Ignacio de Loyola, 1, 30008 Murcia, España","tapas","Murcia",4.4,522
"Tapeo Bar Azul","","+34 868 11 00 12","https://www.tapeobarazul.com/","C. Arenal, 2, 30011 Murcia, España","tapas","Murcia",4,969
"Rosa Contreras Logopedia Clínica, Escolar y Foniatría","rosalogocent@gmail.com","+34 626 03 91 98","http://logopediarosacontreras.es/logopeda-rosa-contreras","Junto al Teatro Romea, C. José Antonio Ponzoa, 3, 1ºizda, 30001 Murcia, España","logopedas","Murcia",4.9,39
"Las tapas murcia","","+34 601 92 22 14","https://www.instagram.com/lastapas.murcia","Calle Joaquín Báguena, 10, 30003 Murcia, España","tapas","Murcia",4.6,27
"El museo de la tapa","","+34 633 55 99 07","","Calle Joaquín Báguena, 8, 30003 Murcia, España","tapas","Murcia",4.2,996
"El Jardín","","+34 633 44 11 12","","C. Teniente Gral. Gutierrez Mellado, 9, 30008 Murcia, España","tapas","Murcia",4.5,337
"Bar Pepe de los Jamones","","+34 968 25 18 16","https://pepedelosjamones.com/","P.º Marqués de Corvera, 64, 30002 Murcia, España","tapas","Murcia",4.6,1770
"Pura Tapa","","+34 642 15 41 30","","C. Pío XII, 30012 Murcia, España","tapas","Murcia",4.6,186
"Pepico del Tío Ginés","","+34 968 21 12 09","","C. Ruipérez, 4, 30005 Murcia, España","tapas","Murcia",4.3,960
"Shooter's Lab","","+34 692 06 78 41","https://www.facebook.com/Shooterslab/","C. Victorio, 12, 30003 Murcia, España","cervecerías","Murcia",4.7,426
"La cueva de la cerveza","","+34 600 38 92 29","","Pl. Sta. Ana, 3, 30008 Murcia, España","cervecerías","Murcia",4.2,715
"La Porchá","","+34 646 08 05 08","https://facebook.com/laporchamurcia","C. Vara de Rey, 10, 30001 Murcia, España","cervecerías","Murcia",4.2,661
"Saraena - Logopedia · Psicología · + Salud","hola@clinicasaraena.com","+34 968 11 28 64","https://clinicasaraena.com/","C. Abenarabi, 28, 1º puerta 4, 30008 Murcia, España","logopedas","Murcia",4.8,12
"CLÍNICA OTOFON: Logopedia y Foniatría","","+34 968 34 18 08","","Av. de la Libertad, 8, 13G, 30009 Murcia, España","logopedas","Murcia",4.9,15
"Gabinete de Logopedia Verbum","","+34 968 28 11 79","http://gabineteverbum.com/","Ronda Norte, 27, 3ºD, 30009 Murcia, España","logopedas","Murcia",5,12
"Nuoca - Logopedas en Murcia - Especialista en audición y lenguaje y Pedagogía Terapéutica (PT)","","+34 646 27 86 93","https://especialistaenaudicionylenguaje.es/","C. Galileo, 1, 30008 Murcia, España","logopedas","Murcia",5,11
"Cervezas Yakka","","+34 622 02 17 54","https://www.cervezasyakka.com/","Carretera Alicante Poligono Peñamar, Naves 6 y 7, 30007 Murcia, España","cervecerías","Murcia",4.4,1465
"Hablando Logopedia Infante","info@hablandologopedas.com","+34 692 77 78 44","http://hablandologopedas.com/","Av. San Juan de la Cruz, 3, 30011 Murcia, España","logopedas","Murcia",5,8
"Cervemur","","+34 968 34 69 98","http://www.cervemur.com/","Carril de la Condesa, 30, 30010 San Benito - Patiño, Murcia, España","cervecerías","Murcia",4.2,1178
"CerveTour Murcia","","+34 968 20 48 31","https://www.cervetour.com/","Av. Casillas de Coria, 12, 30007 Murcia, España","cervecerías","Murcia",4,570
"Cervecería Cervemur","","+34 608 58 36 70","http://www.cervemur.com/","Av. de Sta. Catalina, 100, 30152 Aljucer, Murcia, España","cervecerías","Murcia",4.3,2038
"Ana Beloqui Logopeda","","+34 717 71 55 15","https://anabeloquilogopeda.com/","","logopedas","Murcia",5,36
"Cervecería Tira la caña","reservas@cerveceriatiralacana.com","+34 968 93 52 66","https://cerveceriatiralacana.com/","Av. Reina Sofía, 3, 30107 Guadalupe, Murcia, España","cervecerías","Murcia",4.3,3516
"Trigo Limpio “Un mundo de cervezas”","","+34 651 45 53 71","","C. Periodista Leopoldo Ayuso, 1, 30009 Murcia, España","cervecerías","Murcia",4.2,488
"Cervecería Almudí","","+34 616 79 74 00","https://m.facebook.com/pages/category/Brewery/CERVECER%C3%8DA-ALMUD%C3%8D-414395388615179/?locale2=es_ES","C. Arco de Verónicas, 1, 30004 Murcia, España","cervecerías","Murcia",4.3,203
"Cervecería Café - Bar Hermanos Romero","","","","Rda. de Garay, 16, 1ºB, 30003 Murcia, España","cervecerías","Murcia",4.6,46
"Bar Cervecería The New Pakillo's","","+34 868 62 24 94","","Av. de los Pinos, N° 3, 30009 Murcia, España","cervecerías","Murcia",3.9,457
"Gabinete de logopedia Letras","","+34 699 40 88 30","https://es-es.facebook.com/letrasgabinete/","C. Jesús Esteban, 8, 30009 Murcia, España","logopedas","Murcia",4.8,6
"Cervecería La Gusa","","+34 968 92 88 28","https://instagram.com/cerveceria_la_gusa?igshid=ZDdkNTZiNTM=","Plaza del Obispo Frutos, 1, 30003 Murcia, España","cervecerías","Murcia",3.9,219
"El Tanque De Oro","","+34 639 89 22 17","http://www.facebook.com/eltanquedeoro","Pl. Sardoy, 4, 30003 Murcia, España","cervecerías","Murcia",4,362
"Íberos Cafebar","","+34 687 74 16 71","","C. San Martín de Porres, 1, 30001 Murcia, España","cervecerías","Murcia",4.4,1592
"Cervecería Charrate","","+34 634 42 68 54","https://www.facebook.com/barcharrate/","C. Juan de la Cierva, 4, 30004 Murcia, España","cervecerías","Murcia",4.3,158
"Cervecería Luigi","","+34 660 23 49 02","","Pl. San Pio X, 1, 30010 Murcia, España","cervecerías","Murcia",4.5,81
"Cervecerías La Sureña y 100 Montaditos","","","http://spain.100montaditos.com/","Pl. de Santo Domingo, 15, 30008 Murcia, España","cervecerías","Murcia",3.7,1532
"Alter Ego","","+34 968 90 99 50","https://www.fourvenues.com/es/alter-ego/eventos","Cjón. de Burruezo, 3, 30005 Murcia, España","pubs","Murcia",3.5,2777
"Kitsch","","","","C. Andrés Baquero, 5, 30001 Murcia, España","pubs","Murcia",4.1,565
"Centro Pilar Sesma: Clínica de logopedia, psicología y pedagogía.","","+34 968 34 45 87","http://www.centropilarsesma.com/","C. Historiador Juan Torres Fontes, 17, 1ºB, 30011 Murcia, España","logopedas","Murcia",5,6
"Logo Plus - Logopedia y Psicología","","+34 722 81 16 63","http://www.clinicalogoplus.com/","C. Juan Nicolás Mateo, 9, 30006 Murcia, España","logopedas","Murcia",5,17
"Chill Out Music - Murcia","info@chilloutmurcia.es","+34 628 07 88 67","https://chilloutmurcia.es/","C. Trinidad, 12, 30003 Murcia, España","pubs","Murcia",4.4,179
